adult,gender,id,known_for_department,name,original_name,popularity,profile_path,cast_id,character,credit_id,order
False,2,1483496,Acting,Yuuichirou Umehara,Yuuichirou Umehara,3.247,/v28IZwmQGqrtyljNdzcKELV5t9m.jpg,10,Toughboy (voice),5e3c1cfaac8e6b0015cb40f9,4
False,1,130509,Acting,Megumi Nakajima,Megumi Nakajima,3.6,/1ayG1Hx1icxb2MgYm6KFaIYHRmx.jpg,11,Julie (voice),5e3c1d1a43250f0017c7de70,5
False,1,1254135,Acting,Sumire Morohoshi,Sumire Morohoshi,2.843,/dGmqlaC2o2TmWLWFDv7JTvpUmzp.jpg,12,Marie (voice),5e3c1d3643250f0015c8eca4,6
False,1,19239,Acting,Judith Ivey,Judith Ivey,6.208,/yaeKvc55qRoE3snY5axr86dQnHp.jpg,5,Alice Lomax,52fe4317c3a36847f8039703,4
False,2,31545,Acting,John Richardson,John Richardson,3.361,/esmjGJyeVTNyYu39utLcGRSf2fK.jpg,11,Dr. Andrej Gorobec / Dr. Andreas Gorobec,52fe455cc3a368484e055723,1
False,2,98486,Acting,Enrico Olivieri,Enrico Olivieri,0.84,,15,Prince Constantine Vajda,52fe455cc3a368484e05572f,5
False,2,47141,Acting,Antonio Pierfederici,Antonio Pierfederici,1.4,/pKVVWVR9YNxHv7n1hP3yG0mp68a.jpg,20,Priest,58cb14289251415e44003fc1,6
False,2,70673,Acting,Lo Lieh,Lo Lieh,7.268,/cUZZlI9m1JnxmCvOWDtDu5hqO3p.jpg,2,General Tien Ta,52fe44909251416c75039443,1
False,2,1269956,Acting,John Cheung Ng-Long,John Cheung Ng-Long,8.241,/uX9YzOctyeBxA5PbuUeXghPxhdi.jpg,15,Lord Cheng,54c7f8a4925141679c004848,2
False,2,105665,Acting,Wilson Tong,Wilson Tong,4.14,/2U90rjQCbIHPkWw6dez7PLeHtIA.jpg,16,Lord Tang San-yao,54c7f8b0c3a36870ba000671,3
False,2,1419329,Acting,Wa Lun,Wa Lun,2.526,/abHon0nRWe5K25t4iRsLRIDmRam.jpg,17,Liu Yu-De's Classmate,54c7f8c9c3a36871df00078d,4
False,2,1164448,Acting,Hon Kwok-Choi,Hon Kwok-Choi,2.133,/yyDXxl4tEPWF4MsK7utL4oVyX4y.jpg,18,Lin Zhen,54c7f8dcc3a36874ac00470e,5
False,2,131955,Acting,Lau Kar-Wing,Lau Kar-Wing,4.525,,19,General Yin,54c7f8e8c3a36874b7004ba7,6
False,2,2839,Acting,Brendan Sexton III,Brendan Sexton III,11.999,/kfvO3Mdk5yqzuaN8aIeaFfVl4T5.jpg,7,Tom Nissen,52fe4229c3a36847f8008aa9,3
False,1,78788,Acting,Alicia Goranson,Alicia Goranson,1.661,/f1beYNBxFlinWqXcYF1kdgu4c43.jpg,44,Candace,53d48515c3a3686b8b002db0,4
False,1,2841,Acting,Alison Folland,Alison Folland,5.085,/yLmmUn8Ylql4w17eHKz1bCUO93l.jpg,8,Kate,52fe4229c3a36847f8008aad,5
False,1,2842,Acting,Jeannetta Arnette,Jeannetta Arnette,7.057,/8QnbJRo9PkDrkFeqqr4mxij4sjj.jpg,9,Lana's Mom,52fe4229c3a36847f8008ab1,6
False,0,90155,Acting,Koji Imada,Koji Imada,0.716,,14,Nishi (voice),5db83dcd3faba000193a63b2,0
False,0,90157,Acting,Sayaka Maeda,Sayaka Maeda,0.6,,3,Myon (voice),52fe4424c3a368484e011d3b,1
False,2,90159,Acting,Takashi Fujii,Takashi Fujii,2.182,,4,Jiisan (voice),52fe4424c3a368484e011d3f,2
False,1,90160,Acting,Seiko Takuma,Seiko Takuma,1.691,/b8JuSr4HhWxu7eAT4sBz7LpJuPa.jpg,5,Yan (voice),52fe4424c3a368484e011d43,3
False,2,90161,Acting,Tomomitsu Yamaguchi,Tomomitsu Yamaguchi,1.145,/kDBThQYYBP3wkILxiztEM4qFZap.jpg,6,Ryou (voice),52fe4424c3a368484e011d47,4
False,0,1335394,Acting,Toshio Sakata,Toshio Sakata,1.388,,61,Father of Myon and Yan (voice),6433920f9a643506ab792885,5
False,2,1805964,Acting,Jôji Shimaki,Jôji Shimaki,0.6,,62,Yakuza boss (voice),6433925d391b9c00b6aee254,6
False,3,17114,Acting,John Cameron Mitchell,John Cameron Mitchell,5.139,/iDyhkjtgy7U8xl9tKk9xcJA3yEY.jpg,11,Hedwig,52fe45659251416c75054ec7,0
False,1,18273,Acting,Miriam Shor,Miriam Shor,6.495,/mT3sSMwk0opAQze2bJvu2JWyHoe.jpg,5,Yitzhak,52fe45659251416c75054eb3,1
False,2,21266,Sound,Stephen Trask,Stephen Trask,0.98,/yAMFPbSwLxOezA6Lv9vfFXkI8PB.jpg,6,Skszp,52fe45659251416c75054eb7,2
False,2,126684,Acting,Theodore Liscinski,Theodore Liscinski,0.98,,7,Jacek,52fe45659251416c75054ebb,3
False,2,2843,Acting,Rob Campbell,Rob Campbell,2.146,/a4hvp2hUxheCuVGCyo2ewBYMhFE.jpg,15,Krzysztof,52fe45659251416c75054edd,4
False,2,126686,Acting,Michael Aronov,Michael Aronov,1.782,/1I4ezyWBxHwk4riiofiXpoJLoYk.jpg,9,Schlatko,52fe45659251416c75054ebf,5
False,1,8263,Acting,Andrea Martin,Andrea Martin,8.575,/viSxKSIT09XJfSMO8jNn1AzNH0W.jpg,10,Phyllis Stein,52fe45659251416c75054ec3,6
False,2,80365,Acting,Paul Rhys,Paul Rhys,3.302,/l7uc38oZGMQbbq7WqE8rKn9xZJr.jpg,23,Sydney Chaplin,547789f3c3a368530f000893,2
False,2,137924,Acting,John Thaw,John Thaw,4.557,/1zKAGvlryz4aC2AvdDFTsuj1s5b.jpg,24,Fred Karno,547789ffc3a36836cc002f49,3
False,2,1684536,Acting,Iain Armitage,Iain Armitage,24.059,/8vXABTsQUMYAVzpeHPDHws1gjQZ.jpg,11,Chase (voice),60440296c4ad59006d0f245d,0
False,1,2412016,Acting,Lilly Bartlam,Lilly Bartlam,3.583,/jR4aKX8jJRPTTIOS3Tejewrs7QG.jpg,19,Skye (voice),607045e3dff66e006e8b5ef4,1
False,2,3044930,Acting,Will Brisbin,Will Brisbin,1.48,/9COiVSenFwj5SZ5CRlwfKFj1Il0.jpg,24,Ryder (voice),607046e9dff66e006e8b5f85,2
False,2,1227611,Acting,Ron Pardo,Ron Pardo,3.7,/hE4QOBmPqstfmBVXmlcJmsljUMw.jpg,21,Humdinger / Turbot (voice),6070461b12b10e0070722beb,3
False,1,1407498,Acting,Marsai Martin,Marsai Martin,10.601,/hYErUiiesrm9jmiY1JTbwlxcN7l.jpg,17,Liberty (voice),60704595a06645004121ea51,4
False,1,118372,Acting,Yara Shahidi,Yara Shahidi,11.193,/3UVnSdjRyCGLUxmkzPrG7mInZog.jpg,12,Kendra Wilson (voice),6044029f8813e4002aee1cff,5
False,1,212225,Acting,Kim Kardashian,Kim Kardashian,43.994,/3BsTN9FyHaXnEQNFUiiaUbTgEKe.jpg,10,Delores (voice),6044029150733c0045e6bb0b,6
False,2,56024,Acting,Jean Dujardin,Jean Dujardin,15.996,/iPtSWWoO8vajj6fIUQLQeuGOCsk.jpg,6,George Valentin,52fe48d7c3a368484e10d8cb,0
False,1,82923,Acting,Bérénice Bejo,Bérénice Bejo,12.488,/cDwbV6cIE47j3Tr5FlcTodGhIP8.jpg,7,Peppy Miller,52fe48d7c3a368484e10d8cf,1
False,1,1294,Acting,Missi Pyle,Missi Pyle,14.741,/lKMPTI0PbPv6kGQiublwHOp73Ff.jpg,11,Constance,52fe48d7c3a368484e10d8df,5
False,2,16867,Acting,Luis Tosar,Luis Tosar,7.614,/7ZTdhzUCpG9jhsKJeTJbGn36v5F.jpg,1,Malamadre,52fe45089251416c910252f7,0
False,2,110424,Acting,Alberto Ammann,Alberto Ammann,13.107,/8jhuoxRvOTJFHmYh4kmCAZ8Mggj.jpg,2,Juan Oliver,52fe45089251416c910252fb,1
False,2,37569,Acting,Antonio Resines,Antonio Resines,1.261,/jm4yMnneOWa5diykiBV13qbMsS2.jpg,3,José Utrilla,52fe45089251416c910252ff,2
False,2,78882,Acting,Carlos Bardem,Carlos Bardem,4.262,/4eVSnaYe4O06BNZjuw8UHnWaqB5.jpg,5,Apache,52fe45089251416c91025309,3
False,2,116082,Acting,Félix Cubero,Félix Cubero,1.4,/c7HXwjQE4C5L91xpEcP8U3YAzZl.jpg,7,Germán,52fe45089251416c9102530d,4
False,1,34019,Acting,Marta Etura,Marta Etura,11.725,/a6aAilLDKbIXGwBfNgGc44RufVB.jpg,10,Elena,52fe45089251416c9102531d,5
False,1,70286,Acting,Elizabeth Hartman,Elizabeth Hartman,3.789,/5oWiy104dk3MIOmsZyQR3Z4EAjm.jpg,2,Mrs. Brisby (voice),52fe447d9251416c75036913,1
False,2,13392,Acting,Arthur Malet,Arthur Malet,5.79,/AbmKxci3EZMG2rBmFLQiUdNsySL.jpg,3,Mr. Ages (voice),52fe447d9251416c75036917,2
False,2,6844,Acting,Dom DeLuise,Dom DeLuise,8.857,/3k45LlomavX4f2f3FnjtKhjojuf.jpg,4,Jeremy (voice),52fe447d9251416c7503691b,3
False,1,19144,Acting,Shannen Doherty,Shannen Doherty,9.926,/zE9scVmRezSWDrdBxnjjSeRK2LQ.jpg,21,Teresa (voice),5680d6adc3a3682abc00860e,5
False,1,12773,Acting,Graziella Galvani,Graziella Galvani,2.786,/2DQ7oKEtVaEDewcILSmpgh9hx7L.jpg,14,"Maria, la Femme de Ferdinand",52fe436dc3a36847f8053591,2
False,0,22167,Acting,Aicha Abadir,Aicha Abadir,0.6,,21,Aicha Abadir (uncredited),52fe436dc3a36847f80535a9,3
False,2,23480,Acting,Henri Attal,Henri Attal,0.773,/w9PzdfGPWK4JV5zfXXAqRJ3jAz3.jpg,27,Le Premier Pompiste (uncredited),52fe436dc3a36847f80535b9,4
False,2,543364,Directing,Pascal Aubier,Pascal Aubier,0.6,/dIfXWo2CBe0EIm5OSCLTHDYrQ27.jpg,37,Le Deuxième Frère (uncredited),5d0522e0c3a36832f21f4628,5
False,2,32374,Acting,Maurice Auzel,Maurice Auzel,2.642,/nBmb2raP74INWyPsBeKfkdxGq0o.jpg,38,Le Troisième Pompiste (uncredited),5d0522f89251413f2dbba38e,6
False,1,4587,Acting,Halle Berry,Halle Berry,37.221,/iwFIGOO9jSwymlJdYhTOdmJqciz.jpg,9,Sofia,5b031331925141097301b798,1
False,2,18702,Acting,Mark Dacascos,Mark Dacascos,27.329,/trOACuJz1KzhB51qe6asaxRuxrh.jpg,13,Zero,5b0314a39251410986020b2c,4
False,3,1776040,Acting,Asia Kate Dillon,Asia Kate Dillon,5.746,/hroRQpsMb4fe4VS4nC1hwoRCO1B.jpg,12,Adjudicator,5b03148b0e0a2623ec01b0c0,5
False,1,1508785,Acting,Ellie Bamber,Ellie Bamber,8.865,/9j6D1LH5C0CLtKXfmKo34T6G63.jpg,14,India Hastings,5782aa4b9251417136001656,5
False,2,55009,Acting,Lázaro Ramos,Lázaro Ramos,1.326,/dgipo7seoTxVpacvFteG1In3Vv.jpg,1,André,52fe45a5c3a36847f80d2a93,0
False,0,135746,Acting,Luana Piovani,Luana Piovani,1.62,/bycpzLDHJ2QljzhUko1EPQtLt4y.jpg,2,Marinês,52fe45a5c3a36847f80d2a97,2
False,2,87336,Acting,Pedro Cardoso,Pedro Cardoso,0.6,/cy55yAxCdnz9pnVF6zoigGxVpDU.jpg,3,Cardoso,52fe45a5c3a36847f80d2a9b,3
False,2,139299,Acting,Paulo José,Paulo José,0.744,/bbQpkmNIauK2U8EXVrK5w939Kev.jpg,7,Paulo,52fe45a5c3a36847f80d2aaf,4
False,2,932961,Acting,Júlio Andrade,Júlio Andrade,0.993,/7tlhmLbRKogSuQcBjx569cDYNA4.jpg,8,Feitosa,52fe45a5c3a36847f80d2ab3,5
False,2,1601348,Acting,Carlos Cunha Filho,Carlos Cunha Filho,0.6,,10,Antunes,5c3a13029251414de57404e6,6
False,1,246347,Acting,Gertrud Fridh,Gertrud Fridh,1.417,/HE0o0FGq8lWgvPxtKsoXe7Q6F5.jpg,5,Corinne von Merkens,52fe47749251416c75099fa9,2
False,2,48571,Acting,Georg Rydeberg,Georg Rydeberg,0.631,/bbNfVhSV2SCXWQ3KuIiCcesYzLR.jpg,26,Lindhorst,5ab80ebd9251413964020899,3
False,1,550134,Acting,Naima Wifstrand,Naima Wifstrand,1.686,/jRRGUHarwQaT1o95n9GsiXXgIh7.jpg,8,Old Lady with Hat,52fe47749251416c75099fb5,5
False,2,131579,Acting,Ulf Johansson,Ulf Johansson,1.4,/oBiRcRihJM8bqeK35BBP9oSp6jk.jpg,37,Heerbrand,5bb3244a9251411ca80073eb,6
False,2,1985225,Acting,Lorenzo Ferro,Lorenzo Ferro,2.582,/5SGwW9HnbPoQYSofqe2FWArk0ae.jpg,0,Carlitos,5a931437c3a36824f9024030,0
False,1,18499,Acting,Mercedes Morán,Mercedes Morán,2.611,/2r5QQeumzXWoSma6RQrLjiNhHdu.jpg,5,Ana María,5a9314dfc3a36824fd026703,2
False,2,140541,Acting,Daniel Fanego,Daniel Fanego,1.342,/z71Gn5UcrY4KVnzXJClFEzMfUi9.jpg,6,José,5a9314e6c3a3682517022183,3
False,1,1354553,Acting,Malena Villa,Malena Villa,2.131,/4e3l2IxTP7bgTVqDs2fPNLHdE87.jpg,7,Twins,5a9315010e0a2616c60256b7,6
False,2,76339,Acting,Claudio Santamaria,Claudio Santamaria,3.062,/5dTilyM0dEMAV9a8kQbD2X4ehQU.jpg,1,Enzo Ceccotti,562415d3c3a368240d007ce7,0
False,1,1523981,Acting,Ilenia Pastorelli,Ilenia Pastorelli,5.158,/ilW7KQm7wk7iv6p4k0gZINTR6d4.jpg,2,Alessia,562415e392514127d4003f4f,2
False,2,120640,Acting,Stefano Ambrogi,Stefano Ambrogi,0.714,/qVr9nEeUCsIqPCIadCQdqiBif1t.jpg,13,Sergio,56f6827cc3a36816e8002afc,3
False,2,1029632,Acting,Maurizio Tesei,Maurizio Tesei,1.4,/r2U4ENEafxKOtWGYwrB9e1cf5Ry.jpg,15,Biondo,57025777c3a368568c00308b,4
False,0,1600827,Acting,Daniele Trombetti,Daniele Trombetti,0.6,/7ujV1ei5rj4SA2lXEJrSwPAeKg5.jpg,17,Tazzina,570257c9c3a368569c003441,5
False,2,1377527,Acting,Francesco Formichetti,Francesco Formichetti,1.4,/z0DGnNjv88LF5VJMDftqQcVSo30.jpg,16,Sperma,570257919251415493000c20,6
False,1,227898,Acting,Jitka Cerhová,Jitka Cerhová,0.706,,7,Marie I,52fe4715c3a36847f81227c1,0
False,1,227897,Acting,Ivana Karbanová,Ivana Karbanová,1.4,,6,Marie II,52fe4715c3a36847f81227bd,1
False,2,227902,Acting,Julius Albert,Julius Albert,0.6,,11,Elderly Gentleman,52fe4715c3a36847f81227d1,2
False,2,588762,Sound,Jan Klusák,Jan Klusák,0.6,,17,Young Gentleman,52fe4715c3a36847f81227f3,3
False,1,227899,Acting,Marie Češková,Marie Češková,0.98,,8,Woman in toilet,52fe4715c3a36847f81227c5,4
False,1,227900,Acting,Jiřina Myšková,Jiřina Myšková,1.38,,9,,52fe4715c3a36847f81227c9,5
False,1,3522923,Acting,Marcela Březinová,Marcela Březinová,0.6,,47,Toilet Keeper,6266c4cb158c85005060aef7,6
False,2,29859,Acting,Richard Briers,Richard Briers,6.68,/gNsEDp8K7dRYVxYeHNgelOiOO97.jpg,12,Polonius,52fe43869251416c75013b9f,4
False,2,32357,Acting,Nicholas Farrell,Nicholas Farrell,8.621,/gheuwhycSxpBRhGv7Qbfub2uuB2.jpg,22,Horatio,534baad80e0a2640c5002df6,5
False,1,41381,Acting,Sadie Frost,Sadie Frost,2.346,/ux1Ki77DMc9k2exzxUVAXM6y4pA.jpg,55,Lucy Westenra,5e8d600387e63e00172b3da7,4
False,1,9788,Acting,Regina King,Regina King,9.785,/3855wvuBloDkuqpdbJxz3i7p36X.jpg,3,Margie Hendricks,52fe430bc3a36847f80363e7,2
False,2,9464,Acting,Harry Lennix,Harry Lennix,8.883,/kNGiizWpetf4pyAkINkjkWacmCL.jpg,4,Joe Adams,52fe430bc3a36847f80363eb,3
False,2,58924,Acting,Clifton Powell,Clifton Powell,10.908,/9wGVqDcrjpZnwjlnwB45LMbsJSj.jpg,7,Jeff Brown,52fe430bc3a36847f80363fb,4
False,2,71913,Acting,Bokeem Woodbine,Bokeem Woodbine,12.616,/pnPyA5pJn94zUzuLWTNkGBNZxza.jpg,8,Fathead Newman,52fe430bc3a36847f80363ff,5
False,0,1192675,Acting,Sharon Warren,Sharon Warren,0.6,,10,Aretha Robinson,52fe430bc3a36847f8036407,6
False,2,34517,Acting,Trey Parker,Trey Parker,9.612,/pVEfyxGOBoKoirRZtmSsJ7PX91V.jpg,5,Various Characters (voice),61b113222866fa00190b7951,0
False,2,34518,Acting,Matt Stone,Matt Stone,6.999,/ActhebxBVSeRtwwVPSPGTmLSUuP.jpg,6,Various Characters (voice),61b1132f9a64c100852f370d,1
False,1,111467,Acting,April Stewart,April Stewart,4.413,/qmPAms01P6ZHp5wjQW2XkymwjCx.jpg,18,Wendy Testaburger / Sharon Marsh / Shelley Marsh (voice),61bf7a57a44d0900950817ca,2
False,1,54427,Acting,Kimberly Brooks,Kimberly Brooks,4.945,/iPlCk1VQ8fnAtsMow6HlCZoQc0w.jpg,22,Margaret Nelson / Laura Tucker (voice),61bf7b556905fb001c850f5f,3
False,1,111466,Acting,Mona Marshall,Mona Marshall,3.917,/A2RCAt0Xmm3jLBKZogQAJX6eD9n.jpg,20,Yentl Cartman (voice),61bf7a88f29d66001cbedde8,4
False,0,2416988,Acting,Delilah Kujala,Delilah Kujala,0.98,,19,Amazon Alexa (voice),61bf7a766905fb0042f51cca,5
False,0,2498663,Acting,Betty Boogie Parker,Betty Boogie Parker,0.729,,23,Menorah Cartman / Heather Williams (voice),61bf7b8af288380062a842b3,6
False,1,38280,Acting,Tang Wei,Tang Wei,12.813,/pXBCiu7mVEnrnDpIRc5cyyg1wPK.jpg,2,Seo-rae,5ec34ec728723c0020495dcb,0
False,2,21687,Acting,Park Hae-il,Park Hae-il,10.427,/8ltdBxd40m2iAnsRKV0JMbv7rZT.jpg,1,Hae-joon,5ec34ec13d3557001ce52d2e,1
False,1,1244822,Acting,Lee Jung-hyun,Lee Jung-hyun,3.615,/rOm1wgpRGDAyc8YvsWW3A99zmbi.jpg,6,Jung-an,5f696bb5a6e2d2003b5ae659,2
False,2,17124,Acting,Park Yong-woo,Park Yong-woo,2.169,/kT0n5LGzij0RNaYXBxg8hDpTR9Z.jpg,14,Lim Ho-shin,602271e7149565003e71fe22,3
False,2,1257601,Acting,Go Kyung-pyo,Go Kyung-pyo,8.781,/bqzjZ8mDTgfdmR039EDPGVLWPhy.jpg,7,Soo-wan,5f697af9a0b69000393e26e3,4
False,1,1376567,Acting,Kim Shin-young,Kim Shin-young,3.166,/sJ7fQPyL3gQeywZvKzupZM60NmY.jpg,27,Yeon-su,628c52f912425c005272f67b,5
False,2,25616,Acting,Edgar Ramírez,Edgar Ramírez,10.776,/7VZnIAI7Yye0rfs7fPM5wI2CI6N.jpg,18,Lope de Aguirre,5ad79296c3a368718c001602,2
False,2,212285,Acting,Jack Whitehall,Jack Whitehall,11.227,/qBHLpjH3Dad9ZoZsrcMplIPwkHC.jpg,3,McGregor Houghton,5ab94cf80e0a26364b00753b,3
False,2,88124,Acting,Jesse Plemons,Jesse Plemons,53.109,/lIg5WJd4Oq4VQzXqxCT8KDgEwfi.jpg,19,Prince Joachim,5ad8c9780e0a26616e00186f,4
False,1,1029593,Acting,Veronica Falcón,Veronica Falcón,12.942,/8zRSwWfrDnHleSRDtIeHYuAVmFK.jpg,28,Trader Sam,60afa3db8ee49c002982fba7,6
False,1,931611,Acting,Malin Crépin,Malin Crépin,1.903,/fVSMMwh9Au3zZwTxhGzpDAjFM9z.jpg,20,Malin,57b99a53c3a3682f910077c4,1
False,1,574245,Acting,Ingrid Olava,Ingrid Olava,1.062,/1gc2GnFjHiS3JuE1TrHU9ApXRiT.jpg,6,Rebecca,52fe48f8c3a368484e113f23,3
False,1,563065,Acting,Tone Beate Mostraum,Tone Beate Mostraum,2.607,/qyKv0c5c2oHugPB7ljTIOvw5VSe.jpg,7,Tove,52fe48f8c3a368484e113f27,4
False,2,1668754,Acting,Øystein Røger,Øystein Røger,1.406,/eT5vB7tFecsem4JZLRmrvHtZkGu.jpg,22,David,57b99a91c3a3682f910077e7,5
False,0,1668753,Acting,Aksel Thanke,Aksel Thanke,0.6,,21,Terapeut,57b99a7092514141e3006029,6
False,1,2309757,Acting,Zhao Shuzhen,Zhao Shuzhen,1.138,/5TZ2HxavUaQCjUiZiQot5oNF74C.jpg,31,Nai Nai,5cd6096b92514106f8cd824a,1
False,1,2309752,Acting,Diana Lin,Diana Lin,2.28,/yus3vnVL3y1Pvw3jGpb5vM2IXVl.jpg,27,Jian,5cd607aa0e0a262e03cabd2c,3
False,1,3585524,Acting,Hong Lu,Hong Lu,1.38,,60,Little Nai Nai,62a5dd4653866e0ddfab80cb,4
False,2,2309910,Acting,Jiang Yongbo,Jiang Yongbo,0.84,,35,Haibin,5cd695af92514111dece1696,5
False,2,2309762,Acting,Han Chen,Han Chen,0.6,,33,Haohao,5cd609ff0e0a262defcac7e4,6
False,1,15735,Acting,Helen Mirren,Helen Mirren,36.304,/qfaMWmaQYDmNbLjC1wtWnhfmPL9.jpg,6,Snickers (voice),5ae8c5530e0a262d2e002d66,4
False,1,1704640,Acting,Brooklynn Prince,Brooklynn Prince,12.995,/47fAcFO1YZfjEGvhLps2a2HlNJ2.jpg,3,Ruby (voice),5a985aba0e0a2630bb005b41,5
False,2,72985,Acting,Ramón Rodríguez,Ramón Rodríguez,12.035,/1gobmVevxCWVhV7s6J2B0oWPDZj.jpg,8,George,5ae8c5960e0a262d320029c4,6
False,1,1164259,Acting,Kylie Rogers,Kylie Rogers,11.634,/quoGTsdyjmm3V6J7E33Oo7nSgKU.jpg,13,Anna Beam,55fafe1e9251413d500001ab,1
False,2,26291,Acting,Martin Henderson,Martin Henderson,16.604,/dBeMYpC13EZf1q4VT4zwwMxI1NV.jpg,7,Kevin Beam,55938e869251416386000230,2
False,1,1367322,Acting,Brighton Sharbino,Brighton Sharbino,13.52,/6xB81yi0MrrEbKb4Mn0sgscdE4C.jpg,10,Abby Beam,55c58de5c3a3682f17000ea4,3
False,1,1483525,Acting,Courtney Fansler,Courtney Fansler,4.687,/wBBjiUUKwYUQPQyFFzGzqjiAv4d.jpg,8,Adelynn Beam,55938ea6c3a3686bad000a71,4
False,2,85065,Acting,Jack O'Connell,Jack O'Connell,16.857,/tCzR4clrIkbkijuJBYsNoEuwRDa.jpg,11,Louis Zamperini,52fe4e9d9251416c7515c84d,0
False,2,558466,Acting,Alex Russell,Alex Russell,9.281,/6ICuiVBMCCY2phrHXpXftoKHqM2.jpg,17,Pete Zamperini,547a6f9992514150d10003bf,1
False,2,9828,Acting,Garrett Hedlund,Garrett Hedlund,9.932,/v5gztlEVgGJEQVp1Mf7URJJBuop.jpg,10,John Fitzgerald,52fe4e9d9251416c7515c849,3
False,2,1391420,Acting,MIYAVI,MIYAVI,6.002,/vQYBdyFdjaBmKUnYp10NgIqmxAN.jpg,15,Mutsuhiro 'The Bird' Watanabe,547a6ef592514150d1000397,4
False,2,168877,Acting,Finn Wittrock,Finn Wittrock,10.137,/gwGMGTmli0uBF7eAhhXePWhYNFJ.jpg,12,Francis 'Mac' McNamara,52fe4e9d9251416c7515c851,5
False,2,224181,Acting,Jai Courtney,Jai Courtney,18.362,/6vEaNwbOKov6yzQx15CdtrqfK3L.jpg,16,Hugh 'Cup' Cuppernell,547a6f8492514152220003e7,6
False,2,62410,Acting,Sammo Hung,Sammo Hung,19.393,/AsB9uRDQWdIbFGnkICEl8I2gDWn.jpg,7,Hung Chun-Nam,52fe464c9251416c9104ff63,1
False,2,109434,Acting,Huang Xiaoming,Huang Xiaoming,9.428,/eIC3tenhlbFtaGnFXhta7e25avQ.jpg,15,Wong Leung,5303d0fbc3a3680a216e2464,2
False,2,65966,Acting,Kent Cheng,Kent Cheng,9.74,/rQRr8QvdkUsQVhchdUtiTznVVff.jpg,25,Fatso,540891fec3a36858250013b8,4
False,2,1240871,Acting,Ngo Ka-nin,Ngo Ka-nin,2.948,/cvFz4MA8jN7GXbfaIgjho1XYPCJ.jpg,53,Leung Kan,63c2860305a5330094efe81d,5
False,1,44079,Acting,Charlotte Rampling,Charlotte Rampling,13.53,/7fhg5FCcl0VfYERP5D0unpybqgx.jpg,2,Laura Fischer,52fe448bc3a368484e028c0f,1
False,2,47137,Acting,Milo O’Shea,Milo O’Shea,3.52,/wLcWVAw2REUJMT9JjbQbVXLqQkZ.jpg,5,Judge Hoyle,52fe448bc3a368484e028c1b,4
False,1,205307,Acting,Lucy Hale,Lucy Hale,17.921,/rvSeEjRBAO72XcenSJy8f7Aw3cT.jpg,1,Lucy Hutton,5ce3060c0e0a263f91cb2fd5,0
False,1,1944189,Acting,Yasha Jackson,Yasha Jackson,5.036,/wf1EciVEtChHqaAEsRcqP9o2wBJ.jpg,10,Julie,61af36beda9ef20062a896f6,2
False,1,34200,Acting,Sakina Jaffrey,Sakina Jaffrey,2.726,/yuKSlyPaMo4k59pz0yrX7oydqvA.jpg,11,Helen,61af36fb35c30a008aad01ea,3
False,2,21246,Acting,Corbin Bernsen,Corbin Bernsen,10.902,/mLftTYHrvct0VBB8pGhJjLHZUXQ.jpg,12,Bexley,61af3745904f6d001e5aa955,4
False,1,2642408,Acting,Kathryn Boswell,Kathryn Boswell,3.725,/3PvkcVo74dxL4Z06a1roeECBMna.jpg,13,Mindy,61af37f66d97e6008f285e0f,5
False,0,3538421,Acting,Shona Tucker,Shona Tucker,0.98,/yacfT8XoEzhwsUVWf45i2wM7ZlR.jpg,14,Jeanette,6274df3b162bc317ab0ad6ad,6
False,2,68973,Acting,Masatoshi Nagase,Masatoshi Nagase,5.075,/i4FjAoP2xPtG82lEGnIkL7mFc6g.jpg,5,Sentarô,553960b8925141275e001e0e,1
False,1,1827556,Acting,Kyara Uchida,Kyara Uchida,1.157,/ipnT5u5Z8GLbDSFgPWL2yUF3QuQ.jpg,14,Wakana,5931fa709251417dd400106a,2
False,1,128039,Acting,Miki Mizuno,Miki Mizuno,4.151,/w4xk5BMMnMeCIjTblQZdfI1g5Fi.jpg,6,Wakana's Mother,553960c4c3a3684c5b003859,3
False,1,91288,Acting,Etsuko Ichihara,Etsuko Ichihara,1.53,/qDMwdYtLjj58ronpF7W0TNcwnSZ.jpg,7,Yoshiko,553960d39251413f5a00275c,4
False,1,52810,Acting,Miyoko Asada,Miyoko Asada,2.191,/zgQxlwlbwMtaayvfl2MPApwCoJ1.jpg,8,Shop Owner's Wife,553960f0c3a3685f9b002a46,5
False,2,1328328,Acting,Taiga Nakano,Taiga Nakano,4.246,/5mVGPU8dylxs7tnpI2VfeKkumoJ.jpg,15,Yohei,5b257a42c3a36841e400a51b,6
False,2,587142,Acting,Karim Leklou,Karim Leklou,2.006,/siY3B37DzlNIa5w8cQ5vPTrThd1.jpg,8,Yass,5d9b0130d371970020b7e1ca,2
False,1,586757,Acting,Adèle Exarchopoulos,Adèle Exarchopoulos,16.841,/zlto2xvsdzLnfzoZNnS6txzNO5l.jpg,5,Nora,5d9b010181a7fc0018c6b6f4,3
False,2,231332,Acting,Cyril Lecomte,Cyril Lecomte,3.647,/sE7I31LJx9Zfh2IIWg3qhCC8Lzh.jpg,14,Jérôme,5ffb4b2027d9cc003d041aac,4
