id,title,cast
818397,Memory,"[3896, 529, 1371819, 234070, 28782, 56614, 1562086]"
77174,ParaNorman,"[113505, 558925, 8338, 84223, 1893, 41087, 60074]"
76492,Hotel Transylvania,"[19292, 62861, 77948, 32895, 53122, 884, 28640]"
31900,Gainsbourg: A Heroic Life,"[24465, 113608, 119499, 17005, 54327, 20197, 17074]"
8841,The Class,"[64155, 3094650, 1652621, 69189, 69190, 69196, 69197]"
1630,The People vs. Larry Flynt,"[57755, 7621, 819, 18235, 18236, 2505, 1064]"
407447,The Extraordinary Journey of the Fakir,"[550165, 82923, 990393, 1261694, 21171, 18025, 570809]"
339987,The Exception,"[1016168, 224181, 1665, 290, 47627, 1765447, 27632]"
228108,The Road Within,"[118616, 76788, 37153, 418, 26467, 58114, 1217476]"
34067,Pokémon: Lucario and the Mystery of Mew,"[65424, 73044, 65427, 1253293, 1247889, 40325, 62318]"
1272,Sunshine,"[2037, 9827, 16828, 1620, 7248, 9195, 31711]"
495193,Benji,"[1352028, 1696017, 31168, 557804, 149484, 59117, 1438278]"
49530,In Time,"[12111, 71070, 2037, 59315, 61363, 16478, 66743]"
11536,The Misfits,"[3149, 11492, 3265, 12151, 7684, 98465, 34597]"
2064,While You Were Sleeping,"[18277, 8984, 8212, 1039, 5251, 5826, 21202]"
2061,Pusher,"[3398, 1019, 21192, 31960, 3411, 21193, 21194]"
628534,The White Tiger,"[1605786, 117727, 77234, 85456, 993640, 2236119, 86418]"
300687,Same Kind of Different as Me,"[17141, 938, 9137, 10127, 542870, 1668667, 94428]"
56648,The Toy,"[24501, 11989, 1747709, 34584, 3509, 55920, 21170]"
48303,Certified Copy,"[1137, 140238, 9747, 28186, 140239, 140240, 69492]"
35854,Flash Point,"[1341, 78875, 52908, 78877, 78878, 64439, 65966]"
15805,Batman & Mr. Freeze: SubZero,"[34947, 16074, 34979, 30695, 33492, 35363, 10477]"
13809,RocknRolla,"[17276, 207, 9030, 2983, 17605, 2524, 10841]"
180863,T2 Trainspotting,"[3061, 9012, 1125, 18023, 1102609, 9015, 1834]"
38055,Megamind,"[23659, 56323, 287, 21007, 212, 7399, 15009]"
13785,Best in Show,"[12438, 38334, 13524, 8265, 75463, 26510, 43775]"
13198,Wristcutters: A Love Story,"[11663, 27855, 74242, 2887, 57451, 21200, 16861]"
6878,Homeward Bound: The Incredible Journey,"[521, 35, 18156, 387, 51337, 51338, 51339]"
67,Paradise Now,"[762, 764, 765, 766, 791, 77498, 25087]"
646207,The Ice Road,"[3896, 55174, 2975, 1654001, 7497, 42206, 1584347]"
55787,Water for Elephants,"[11288, 368, 27319, 15684, 14950, 11066, 52925]"
22660,Old Yeller,"[83130, 24815, 50571, 83131, 34470, 15983, 27747]"
13127,SPL: Kill Zone,"[1341, 62410, 20519, 78871, 78872, 116423, 1063337]"
9929,Asterix and Cleopatra,"[34676, 57540, 60688, 589521, 33645, 36918, 145442]"
265228,Timbuktu,"[1422247, 1311790, 1422248, 570809, 1163059, 89625, 1483744]"
65215,Stewie Griffin: The Untold Story,"[52139, 24357, 13922, 18973, 9657, 24358, 69597]"
49444,Kung Fu Panda 2,"[70851, 11701, 4483, 64, 18897, 140, 19274]"
37950,Charlie St. Cloud,"[29222, 49918, 58370, 3309, 10825, 326, 11477]"
13909,She Wore a Yellow Ribbon,"[4165, 30296, 103071, 8258, 4316, 30495, 12969]"
11156,Coco Before Chanel,"[2405, 47820, 4941, 54227, 19117, 264812, 2928938]"
10217,The Sweet Hereafter,"[65, 98, 64712, 58804, 19958, 213388, 7868]"
795811,Wheel of Fortune and Fantasy,"[2187869, 1505062, 1324449, 58611, 2975325, 1323814, 1185435]"
227735,Dolphin Tale 2,"[192, 15852, 18052, 972951, 18688, 10823, 1008234]"
87825,Trouble with the Curve,"[190, 9273, 12111, 26457, 77023, 1230, 418]"
76025,Shame,"[17288, 36662, 18473, 87243, 1141384, 2063665, 172150]"
27899,Little Caesar,"[13566, 51762, 29315, 128159, 12022, 115370, 81292]"
17965,The Abominable Dr. Phibes,"[1905, 7664, 10021, 29427, 40923, 82549, 24733]"
9390,Jerry Maguire,"[500, 9137, 9777, 11164, 3035, 12217, 9788]"
384677,Set It Up,"[1059597, 83271, 140, 17637, 449513, 1427948, 1714925]"
14410,Notorious,"[76821, 15543, 101519, 53650, 171941, 9780, 62646]"
11033,Dressed to Kill,"[44038, 3895, 33054, 4301, 11901, 8875, 1081841]"
10882,Sleeping Beauty,"[67287, 67288, 67289, 67290, 64871, 103448, 11172]"
10443,Fearless,"[1229, 6588, 4810, 3999, 1241, 1121, 77013]"
9799,The Fast and the Furious,"[8167, 12835, 17647, 22123, 10883, 9186, 12796]"
1412,"sex, lies, and videotape","[1533, 8212, 13548, 1212, 32592, 32593, 1403163]"
340684,Those People,"[1468343, 1104136, 82103, 973497, 1028899, 21143, 73933]"
102001,Like Someone in Love,"[1029801, 1029802, 33517, 137028, 2037512, 2046204, 2046205]"
33914,Frankenweenie,"[10409, 11511, 29508, 20626, 133989, 101377, 1769]"
12476,The Hidden,"[6677, 8699, 52300, 72408, 62019, 8658, 1216592]"
2750,24 Hour Party People,"[4581, 14887, 16702, 1120, 1834, 1333, 42604]"
1994,The Most Dangerous Game,"[20501, 3242, 20502, 3243, 3247, 3261, 95729]"
9732,The Lion King II: Simba's Pride,"[4756, 9206, 61983, 78729, 69415, 43120, 8294]"
752505,The Old Ways,"[1050350, 2812342, 2812343, 8666, 168881, 74133]"
397538,Borg vs McEnroe,"[87663, 10959, 1640, 67737, 1893608, 1893614, 1893615]"
338958,Disenchanted,"[9273, 18352, 52792, 2063192, 11006, 19394, 111513]"
241771,Beyond the Lights,"[1216606, 77277, 6613, 1276759, 2047, 78062, 2137]"
204082,Homefront,"[976, 17051, 1109976, 1920, 58168, 7517, 6574]"
46705,Blue Valentine,"[30614, 1812, 4735, 6858, 6437, 171463, 171472]"
9434,Grosse Pointe Blank,"[3036, 6613, 707, 3234, 1903, 5587, 12799]"
6498,Nightwatch,"[12795, 3398, 40421, 1024, 50093, 1564, 1119438]"
1553,The Beat That My Heart Skipped,"[17497, 17498, 17499, 17500, 19115, 19116, 19117]"
500860,The Mustang,"[73381, 1115984, 1803286, 86310, 6905, 40039, 53252]"
28053,City Island,"[1271, 25654, 54815, 58635, 132157, 1903, 1246]"
21448,Mickey's Magical Christmas: Snowed in at the House of Mouse,"[78076, 34478, 59784, 34982, 63978, 15048, 35219]"
18573,House of Wax,"[1905, 81179, 83262, 19109, 78309, 19400, 89215]"
559969,El Camino: A Breaking Bad Movie,"[84497, 88124, 82945, 191202, 209087, 11519, 1475960]"
512200,Jumanji: The Next Level,"[18918, 55638, 70851, 543261, 1625558, 130565, 934281]"
74534,The Best Exotic Marigold Hotel,"[2440, 10978, 207, 5309, 76788, 1249, 9139]"
41428,Tetsuo: The Iron Man,"[67091, 58608, 126452, 126453, 133886, 63706]"
24420,The Time Traveler's Wife,"[8783, 53714, 95635, 3229, 17402, 537, 1017085]"
11848,Animal Farm,"[70718, 39952, 175910]"
349067,Tigers Are Not Afraid,"[1487900, 1487901, 966683, 2177749, 1487903, 1487902, 87265]"
317560,Carrie Pilby,"[1201716, 503103, 235767, 5528, 50095, 5168, 78729]"
308084,Tangerine,"[1393915, 1393916, 966306, 1483293, 5296, 1118216, 1611671]"
140870,Minuscule: Valley of the Lost Ants,"[3490677, 3490678]"
49018,Insidious,"[17178, 9827, 10767, 17181, 7401, 2128, 59117]"
676,Pearl Harbor,"[880, 3967, 2299, 9777, 10127, 3197, 7447]"
361292,Suspiria,"[118545, 3063, 1137824, 10255, 45195, 56734, 1314208]"
62214,Frankenweenie,"[49918, 11514, 519, 2641, 66646, 1920, 111922]"
1381,The Fountain,"[6968, 3293, 9560, 1173, 230, 20194, 7248]"
718633,Bruised,"[4587, 1010189, 1851642, 2437735, 53260, 1080969, 196179]"
454652,Colette,"[116, 17287, 1182597, 10981, 47643, 73357, 82107]"
423899,Victoria & Abdul,"[5309, 492791, 11276, 1926, 81840, 5658, 71084]"
342672,4th Man Out,"[1472701, 1254635, 232501, 1465562, 1223173, 1422975, 304282]"
62837,Dolphin Tale,"[192, 15852, 18688, 18052, 10823, 1472, 36926]"
16140,Death Note: The Last Name,"[31078, 84619, 72202, 84620, 84621, 84622, 79037]"
11006,Smokey and the Bandit,"[16475, 35, 67764, 14882, 40595, 35040, 45611]"
10858,Nixon,"[4173, 11148, 6280, 228, 382, 5249, 19839]"
9692,The Woodsman,"[4724, 58563, 26467, 230176, 4589, 58565, 335]"
6936,Ben X,"[51484, 51485, 51487, 51488, 51489, 51491, 51492]"
666750,Dragonheart: Vengeance,"[1190069, 2337312, 1788969, 1283, 1789284, 1317450, 179771]"
422803,A Shaun the Sheep Movie: Farmageddon,"[224354, 1212388, 1428462, 124557, 1125783, 22810, 1043416]"
9880,The Princess Diaries,"[1813, 5823, 115730, 33656, 1210, 16855, 6692]"
760883,Blood Red Sky,"[1058633, 2844329, 45540, 16811, 10862, 95047, 141876]"
379149,The Foreigner,"[517, 18897, 1267122, 56650, 1356630, 107734, 73288]"
12186,Defending Your Life,"[13, 5064, 9626, 30123, 20628, 19151, 60136]"
11227,Angel-A,"[2408, 57121, 5079, 16873, 962954, 582861, 962955]"
634528,The Marksman,"[3896, 2419575, 3979460, 589722, 2090180, 2133918, 1711699]"
307103,SK1,"[147041, 136761, 45152, 20082, 586731, 1492947, 91355]"
179826,Odd Thomas,"[21028, 56542, 5293, 1216606, 127128, 10872, 1291691]"
53596,Even the Rain,"[16867, 258, 1363201, 24977, 34021, 121469, 1050908]"
33196,Tidal Wave,"[85008, 83220, 121148, 121149, 1299351, 235338, 115904]"
10530,Pocahontas,"[65529, 2461, 28010, 31365, 3894, 110316, 9188]"
10423,Dragon: The Bruce Lee Story,"[58319, 34485, 9208, 65101, 29908, 93737, 11397]"
8195,Ronin,"[380, 1003, 11317, 1640, 33658, 378, 48]"
491472,At Eternity's Gate,"[5293, 36669, 25072, 1019, 8789, 8925, 17498]"
204668,Belle and Sebastian,"[1186996, 10698, 71038, 35217, 1073985, 2416, 1132663]"
128136,My Awkward Sexual Adventure,"[144128, 4570, 188619, 6623, 64473, 61160, 1940004]"
38366,Il ciclone,"[120271, 120272, 120273, 120274, 120275, 78707, 1194406]"
12101,Soylent Green,"[10017, 71240, 27747, 7664, 2112, 157439, 13566]"
11864,Enemy Mine,"[6065, 20959, 591, 70782, 84422, 69070, 35111]"
2048,"I, Robot","[2888, 18354, 21088, 2505, 21089, 10959, 8687]"
514207,Invasion,"[1631759, 1633339, 82795, 1466347, 1266686, 81000, 2030108]"
109417,Battle of the Year,"[142636, 15760, 31136, 10964, 1046143, 143242, 235492]"
4836,Layer Cake,"[8784, 23459, 2524, 17782, 2247, 39658, 26258]"
606523,Night in Paradise,"[1436248, 2067860, 1248450, 125734, 1872629, 2273915, 1330448]"
25196,Crazy Heart,"[1229, 72466, 1579, 3087, 19453, 58535, 5151]"
1951,Manderlay,"[18997, 4812, 2047, 5293, 224150, 7570, 1642]"
334304,Belle and Sebastian: The Adventure Continues,"[1186996, 10698, 83813, 1132663, 2416, 1449621, 225004]"
26973,Pretty Baby,"[15110, 30613, 4038, 115187, 84878, 115188, 2958]"
936,The Pink Panther,"[14261, 12446, 4959, 14262, 9208, 8238, 14263]"
487611,Conviction,"[76820, 45152, 18178, 113603, 35899, 1578024, 224148]"
274870,Passengers,"[72129, 73457, 3968, 2975, 1271, 1497467, 1381473]"
26466,Triangle,"[27755, 96066, 62754, 77767, 76068, 993846, 555945]"
24684,An Education,"[36662, 133, 55470, 10882, 11616, 658, 2617]"
22373,Saturn in Opposition,"[17839, 65571, 67323, 90317, 27272, 88710, 88469]"
16281,Creepshow,"[11066, 11782, 6839, 7633, 175087, 5249, 22137]"
8833,Double Trouble,"[15140, 18841, 56038, 56039, 2501321, 1046190, 32679]"
70667,Kon-Tiki,"[76556, 77976, 559195, 63764, 559194, 76555, 76548]"
9007,Just Like Heaven,"[368, 103, 10825, 56567, 6437, 53926, 29930]"
320,Insomnia,"[1158, 2157, 448, 16307, 42993, 18070, 15900]"
116440,"Maggie Simpson in ""The Longest Daycare""",[]
68721,Iron Man 3,"[3223, 12052, 1896, 529, 15556, 121953, 18473]"
9952,Rescue Dawn,"[3894, 18324, 18271, 60851, 3041, 4654, 60846]"
893370,Virus:32,"[131867, 2300951, 3326346, 1591940]"
347031,Swiss Army Man,"[17142, 10980, 17628, 1561285, 1367516, 158126, 1561284]"
60670,The Crimson Rivers,"[1003, 1925, 34627, 24590, 35076, 19162, 35077]"
14637,Nothing But the Truth,"[3967, 2876, 21278, 21657, 13526, 9780, 14409]"
1931,Stomp the Yard,"[31132, 22122, 31133, 31134, 31135, 31136, 10964]"
854,The Mask,"[206, 20899, 11803, 1219, 53402, 6941, 53403]"
339692,Shot Caller,"[12795, 41556, 25703, 1041440, 52886, 19498, 7497]"
103269,Superman vs. The Elite,"[59222, 11680, 130081, 157536, 23680, 174466, 158023]"
63700,My Babysitter's a Vampire,"[20377, 142113, 237756, 237758, 106640, 81098, 2047387]"
42112,L'Argent,"[223257, 223258, 223259, 223260, 1145326, 1273174]"
8052,Hard Eight,"[4492, 4764, 12052, 2231, 9297, 1233, 1336042]"
522098,Babyteeth,"[1669125, 77335, 33449, 110419, 1180198, 15577, 1520527]"
484482,Sink or Swim,"[8789, 19866, 47820, 7037, 118178, 23383, 76820]"
113947,The Sessions,"[16861, 9994, 3905, 56455, 1099170, 6951, 55257]"
85446,Step Up Revolution,"[1880192, 222141, 479656, 932093, 217055, 932095, 932091]"
1535,Spy Game,"[4135, 287, 2462, 8435, 17351, 17352, 17353]"
255718,Barbie: The Pearl Princess,"[74358, 972599, 52284, 1240646, 1606431, 37431, 1279941]"
120475,Dragon Ball: Episode of Bardock,"[90496, 115305, 1072133, 1072134, 1072135, 1247459, 553794]"
308,Broken Flowers,"[1532, 1146, 4430, 3063, 4431, 2954, 4432]"
291984,The Death & Life of John F. Donovan,"[239019, 1277188, 524, 224167, 9030, 4038, 66443]"
84329,Robot & Frank,"[8924, 882, 11006, 4038, 133, 239271, 23958]"
24426,A.R.O.G,"[74376, 106784, 106787, 1917925, 106786, 66981, 1421737]"
14506,The Adventures of Baron Munchausen,"[12642, 10713, 98, 936, 374, 215741, 132538]"
13715,At Close Range,"[2228, 4690, 31140, 2969, 26142, 12543, 3801]"
11561,Sleeper,"[1243, 3092, 41269, 69884, 30050, 104630, 133774]"
659,The Tin Drum,"[10254, 10255, 10256, 10257, 7107, 10258, 10259]"
762504,Nope,"[206919, 74688, 1602972, 215055, 7486, 205772, 2340185]"
432527,Padmaavat,"[224223, 53975, 78245, 1744502, 1343974, 110712, 565160]"
384680,Hostiles,"[3894, 10882, 15853, 88124, 33527, 51792, 3064]"
157350,Divergent,"[94185, 587020, 37153, 996701, 224181, 1159982, 15852]"
82120,The Sprinkler Sprinkled,"[593008, 593009]"
58522,Boris - Il film,"[88470, 78713, 210766, 1185989, 7542, 78697, 221078]"
25565,Transformers: Beginnings,"[19540, 15831, 19541, 240741, 146391, 14721]"
11842,Red Sun,"[4960, 7450, 15135, 9871, 14262, 118998, 31748]"
323372,The Corpse of Anna Fritz,"[1042729, 563570, 1414862, 936220, 1915009, 1580449, 81160]"
82424,Small Fry,"[31, 12898, 3234, 61964, 12900, 7907, 59357]"
32646,Safe,"[1231, 54246, 3982, 6474, 67671, 54348, 152696]"
19494,Nine to Five,"[6352, 10437, 67274, 12850, 3088, 10776, 5732]"
15163,Amazing Grace,"[65524, 6979, 71580, 3926, 5658, 17328, 107354]"
10166,The Witches,"[55157, 55156, 5657, 1024257, 10730, 104795, 4154]"
473072,2036: Nexus Dawn,"[7499, 30082, 110322, 63362, 1006807, 1883460]"
242090,The One I Love,"[45407, 32798, 12836, 1374984, 1375090, 1375093, 3559463]"
45284,Outrage,"[3317, 63696, 33517, 33134, 58449, 2541, 112861]"
19933,The Brave Little Toaster,"[16165, 28168, 14104, 56055, 1498595, 150739, 7911]"
14295,You Can Count on Me,"[350, 103, 4756, 4602, 28042, 928396, 52475]"
13416,Friday Night Lights,"[879, 155, 9828, 15543, 19487, 3650046, 59295]"
10445,Shadowlands,"[4173, 26513, 3545, 8937, 85934, 22109, 69032]"
1573,Die Hard 2,"[62, 7673, 6573, 56183, 11901, 7676, 22384]"
920,Cars,"[887, 15897, 5149, 3636, 4252, 11159, 15902]"
48769,Gramps Is in the Resistance,"[28781, 24629, 21171, 82793, 1972, 39889, 35323]"
2289,Cold Mountain,"[9642, 2227, 9137, 20300, 2039, 1233, 524]"
1999,In the Bedroom,"[207, 5606, 6408, 3141, 15338, 650, 1989]"
23479,The Bad News Bears,"[6837, 68890, 83810, 14108, 90163, 17183, 90170]"
337401,Mulan,"[122503, 1341, 643, 1336, 58319, 1305610, 21629]"
203819,Tracks,"[76070, 1023139, 105838, 212740, 1318714, 190826, 1014587]"
16938,Black Christmas,"[24695, 245, 20011, 81055, 8263, 81056, 62033]"
14411,Sinbad: Legend of the Seven Seas,"[287, 1922, 1160, 12763, 352, 35257, 73475]"
10083,No Way Out,"[1269, 193, 586, 883, 44846, 10477, 18192]"
732450,Batman: Soul of the Dragon,"[206757, 18702, 11024, 64856, 20904, 89599, 78324]"
93456,Despicable Me 2,"[4495, 41091, 4589, 17743, 59919, 83586, 4581]"
35138,Little Big Soldier,"[18897, 134184, 113788, 113789, 1571926, 70690, 120725]"
29193,The Spanish Prisoner,"[67773, 55152, 856, 27267, 10743, 7427, 3541]"
14134,Main Hoon Na,"[35742, 88138, 85730, 85890, 85731, 35779, 1673820]"
8390,"Definitely, Maybe","[10859, 17140, 9281, 52848, 3293, 8945, 15543]"
310131,The Witch,"[1397778, 202032, 71083, 1397779, 1397781, 1397780, 237462]"
14556,Anything for Her,"[5443, 9824, 77010, 52342, 23737, 36513, 48405]"
912,The Thomas Crown Affair,"[13565, 6450, 13946, 726, 13947, 13948, 13949]"
760336,Munich: The Edge of War,"[146750, 54676, 16940, 42663, 567269, 6091, 7152]"
527729,Asterix: The Secret of the Magic Potion,"[28781, 1152669, 1146860, 47826, 47829, 3593, 24378]"
351694,Monkey King: Hero Is Back,"[2936880, 1490571, 1490572, 1621710, 1621712, 1621709, 1621711]"
304410,The Bélier Family,"[13688, 24041, 24465, 1352046, 544666, 1387016, 1387017]"
284305,Shrew's Nest,"[67052, 98358, 112901, 16867, 982296, 1547468, 512958]"
178682,The Wizards Return: Alex vs. Alex,"[77948, 60255, 142108, 85759, 97600, 212686, 117525]"
42246,Tom and Jerry: The Fast and the Furry,"[81178, 34982, 31531, 84495, 78798, 144393, 34983]"
38408,Life As We Know It,"[19536, 25541, 6164, 110014, 74930, 80592, 11827]"
11820,Mona Lisa Smile,"[1204, 205, 12041, 1579, 417, 17287, 6238]"
11689,Crime Busters,"[15140, 18841, 1232, 33810, 1076431, 43240, 41094]"
1770,Michael Collins,"[3896, 18992, 9029, 4566, 1204, 10985, 2039]"
560008,Minamata,"[85, 1104911, 9195, 2440, 2541, 33517, 13275]"
13939,Death Wish,"[4960, 3382, 14830, 76019, 7072, 41406, 786]"
849869,Kill Boksoon,"[20737, 85008, 2115785, 929122, 1096458, 147505, 2790264]"
590854,The Hater,"[2025938, 1724129, 112308, 12210, 566101, 131696, 2274181]"
369883,Middle School: The Worst Years of My Life,"[971299, 16858, 95875, 1540601, 1540602, 1428070, 115974]"
192141,No Escape,"[887, 25703, 517, 1186840, 973135, 49275, 521673]"
12153,White Chicks,"[35690, 9562, 5915, 13936, 58058, 11512, 60928]"
11329,Runaway Jury,"[3036, 193, 4483, 3293, 52374, 14888, 12799]"
913290,Barbarian,"[1335315, 137905, 15033, 1446860, 3901, 1059412, 74225]"
663712,Terrifier 2,"[1882502, 1880016, 2787720, 3383606, 3790695, 1202687, 2119066]"
604578,Spontaneous,"[1636738, 1440574, 1662651, 1750412, 15555, 80595, 2114581]"
400136,Resident Evil: Vendetta,"[91443, 556275, 78044, 56348, 60279, 1192968, 1217803]"
175112,Tinker Bell and the Pirate Fairy,"[52404, 110014, 91606, 140, 66896, 146748, 21063]"
17445,Green Lantern: First Flight,"[22227, 8536, 147, 74423, 14101, 2115, 16476]"
13776,Diner,"[26472, 11511, 2295, 4724, 68122, 6913, 781]"
699102,A Week Away,"[54479, 1512175, 109561, 28638, 2620729, 2620732, 1941737]"
25508,Cat People,"[103781, 51764, 48962, 30114, 93910, 1550939, 22606]"
22494,Frequently Asked Questions About Time Travel,"[40477, 1669, 1772, 63606, 92574, 207199, 175393]"
10027,Unleashed,"[1336, 192, 382, 9831, 8032, 39660, 17787]"
9263,Now and Then,"[6886, 12929, 2155, 29369, 12930, 3416, 114471]"
6471,The Jerk,"[67773, 40389, 52030, 52031, 52032, 8555, 1911]"
2295,Clerks II,"[23629, 23630, 5916, 19302, 19303, 23658, 880]"
49519,The Croods,"[2963, 54693, 10859, 2229, 9599, 54729, 66193]"
10228,Pokémon: The First Movie,"[65424, 73044, 65426, 217924, 65427, 40325, 62318]"
643882,The Princess Switch: Switched Again,"[67599, 1097967, 1107810, 1231689, 1470134, 209998, 53485]"
434757,Barbie Video Game Hero,"[1599422, 221843, 295524, 1498026, 1737958, 106776, 74362]"
423646,In the Fade,"[9824, 16250, 35434, 78231, 1449964, 1847602, 8198]"
245473,Cloud 9,"[84482, 1098962, 1039122, 1253355, 155689, 58791, 441936]"
51162,Winnie the Pooh,"[8930, 12077, 7918, 78798, 24264, 81082, 1366120]"
18444,Swiss Family Robinson,"[11859, 24815, 83128, 83129, 12249, 83130, 83131]"
4789,The Garden of the Finzi-Continis,"[39467, 24590, 21181, 5567, 32058, 39469, 1844931]"
221902,"Two Days, One Night","[8293, 70312, 1029292, 1381361, 1125175, 1381362, 1036349]"
11393,The Natural,"[4135, 3087, 515, 326, 11065, 10767, 10360]"
10937,Barfly,"[2295, 6450, 2506, 6718, 21757, 39780, 53931]"
44494,Zero for Conduct,"[11550, 142909, 142910, 142911, 11601, 142912, 142913]"
11879,Near Dark,"[17304, 64056, 2714, 2053, 3981, 29712, 93151]"
10122,Flight of the Navigator,"[63871, 5129, 5047, 44301, 520, 92623, 35516]"
226857,Endless Love,"[61363, 1014932, 21089, 55899, 20810, 418, 1078568]"
91010,Game Change,"[1231, 57755, 228, 12688, 2977, 34490, 17402]"
10643,Godzilla 2000: Millennium,"[66152, 66153, 66154, 66155, 73139, 82972, 80131]"
91739,Much Ado About Nothing,"[81133, 1214673, 51797, 9048, 31508, 51533, 1263294]"
364,Batman Returns,"[2232, 1160, 518, 4690, 3796, 3798, 4776]"
24752,Dragon Ball Z: Cooler's Revenge,"[90496, 85286, 65510, 122373, 122192, 618, 617]"
9746,Kundun,"[58856, 58857, 58858, 58859, 1525270, 1525272, 2751180]"
4193,Evil Under the Sun,"[14501, 15200, 31196, 10978, 10168, 26663, 7505]"
2253,Valkyrie,"[500, 11181, 2440, 28641, 207, 23229, 26258]"
407890,Lean on Pete,"[1440574, 18324, 884, 2838, 77700, 139150, 174454]"
377897,Barbie: Spy Squad,"[1599422, 1219437, 1350974, 1532532, 62866, 89547, 1475788]"
310593,Youth,"[3895, 1037, 3293, 17142, 6352, 11667, 94253]"
11616,Go for It,"[15140, 18841, 70033, 1232, 103617, 120650, 1496188]"
1832,Dogma,"[880, 1892, 9625, 3136, 11662, 19302, 4566]"
532865,The Dig,"[36662, 5469, 1016168, 137108, 21343, 25136, 2230419]"
513310,Boss Level,"[81685, 2461, 3489, 82809, 83586, 39125, 115500]"
400155,Hotel Transylvania 3: Summer Vacation,"[19292, 62861, 77948, 32895, 60950, 884, 298410]"
377154,Being 17,"[81821, 231457, 119385, 1562313, 1592402, 94067, 1609182]"
297802,Aquaman,"[117642, 55085, 5293, 17178, 2227, 16644, 1639847]"
271397,The Tribe,"[1324044, 1324045, 1324046, 1324047, 560342, 1324049, 1324050]"
14310,Infernal Affairs III,"[25246, 1337, 66761, 1340, 66717, 26724, 72730]"
7973,Caramel,"[53431, 53442, 53445, 53443, 53444, 53446, 53447]"
805327,Look Both Ways,"[1136940, 1773397, 1785590, 103390, 71402, 36422, 9781]"
293982,Warsaw 44,"[1366022, 1366025, 1120448, 136575, 2310903, 2200925, 1583090]"
68341,Cold Fish,"[120918, 137028, 226825, 550869, 550870, 20335, 20327]"
13931,Mike's New Car,"[7904, 1230]"
12244,9,"[109, 4764, 6161, 290, 1064, 2641, 60279]"
596161,Let Him Go,"[2882, 1269, 1731341, 72305, 1140241, 52886, 121868]"
400535,Sicario: Day of the Soldado,"[1121, 16851, 1428070, 52886, 1168097, 2229, 8654]"
110415,Snowpiercer,"[16828, 20738, 5049, 3063, 478, 6944, 228]"
11617,Rio Grande,"[4165, 70035, 8258, 70036, 4316, 14001, 30686]"
8068,Desperado,"[3131, 3136, 22462, 884, 11159, 115874, 138]"
79108,Starbuck,"[142995, 142996, 90681, 123933, 936310, 565638, 1451179]"
13253,Futurama: Bender's Game,"[23679, 18980, 31531, 34983, 34521, 31549, 15100]"
11477,Common Wealth,"[2744, 69528, 69529, 24900, 37520, 31153, 1120111]"
4012,The Believer,"[30614, 34543, 9207, 1954, 39520, 22225, 10694]"
564,The Mummy,"[18269, 3293, 10727, 16743, 18920, 18916, 8537]"
741074,Once Upon a Snowman,"[54415, 70238, 19394, 40462, 221611, 1207489, 1207488]"
587807,Tom & Jerry,"[56734, 454, 1226277, 1091324, 83586, 979599, 1674734]"
210479,Locke,"[2524, 47720, 125660, 39187, 1136406, 27632, 81260]"
12560,The Big Chill,"[13022, 515, 4785, 227, 8945, 5960, 39117]"
11205,Wheels on Meals,"[18897, 62410, 62414, 67690, 87841, 583562, 544916]"
9942,Major League,"[13022, 6952, 21246, 60700, 16433, 14343, 10814]"
8291,Poetic Justice,"[54421, 54422, 9788, 54423, 9782, 40377, 1954]"
2322,Sneakers,"[4135, 707, 2282, 1581, 741, 16897, 11064]"
12665,Powder,"[2453, 54789, 2714, 4785, 36637, 91448, 59369]"
9663,Starman,"[1229, 650, 1270, 58423, 15515, 170644, 1211987]"
9503,Pope Joan,"[1230, 22687, 1371, 20508, 1220073, 62892, 587203]"
9003,Hellraiser,"[45588, 56551, 56552, 24737, 14782, 56553, 73040]"
3432,Mr. Brooks,"[1269, 3416, 31837, 227, 19838, 31838, 31839]"
308266,War Dogs,"[996701, 21007, 224513, 51329, 7166, 117437, 17857]"
258216,Nymphomaniac: Vol. I,"[4273, 1640, 1137823, 10959, 2224, 139, 1151957]"
9667,The Jacket,"[3490, 116, 10823, 10431, 6473, 51214, 8784]"
402,Basic Instinct,"[3392, 4430, 10477, 10478, 10485, 10480, 4943]"
588009,Adú,"[16867, 1031914, 224874, 6534, 34053, 1179659, 226431]"
432087,Back to Burgundy,"[146287, 228714, 78124, 931399, 77122, 1312204, 2064272]"
337339,The Fate of the Furious,"[12835, 976, 18918, 17647, 8169, 8171, 6885]"
11386,The Crying Game,"[9029, 8436, 228173, 2178, 42566, 1393548, 1234613]"
11367,Odds and Evens,"[15140, 18841, 33810, 51740, 1289405, 49458, 1221949]"
8009,Highlander,"[38559, 29021, 6574, 738, 53515, 53584, 4253]"
12528,Southern Comfort,"[30613, 6280, 10430, 72658, 15411, 36041, 119856]"
892153,Tom and Jerry Cowboy Up!,"[2727292, 1984038, 82816, 1216346, 1267558, 1865189, 1382187]"
131634,The Hunger Games: Mockingjay - Part 2,"[72129, 27972, 96066, 57755, 9281, 1231, 1233]"
56590,All Star Superman,"[11153, 110014, 57829, 68812, 1817, 5661, 16743]"
55292,Shaolin,"[25246, 70106, 64439, 18897, 78871, 1050324, 78878]"
14746,Streets of Fire,"[60650, 2882, 8872, 23882, 5293, 2053, 77256]"
