id,title,cast
9560,A Walk in the Clouds,"[6384, 37946, 5401, 7353, 1194312, 23959, 3753]"
9400,Set It Off,"[9575, 15758, 2535, 55314, 56871, 11885, 54800]"
623,A Fish Called Wanda,"[8944, 8930, 8945, 383, 8946, 8947, 8948]"
618354,Superman: Man of Tomorrow,"[228721, 17306, 109513, 43776, 87280, 1681143, 111467]"
39108,Dragon Ball Z: Wrath of the Dragon,"[90496, 1686, 65510, 122193, 554387, 90569, 122501]"
14306,Marley & Me,"[887, 4491, 58115, 3391, 1903, 18052, 58754]"
10403,The Player,"[504, 21245, 10430, 2395, 8212, 591, 65528]"
520736,Loro 2,"[72782, 124620, 59270, 120832, 1464904, 1786479, 121732]"
12762,Broadway Danny Rose,"[1243, 12021, 73591, 68898, 139242, 167823, 1238849]"
9576,Tootsie,"[4483, 4431, 8437, 12850, 1466, 1532, 2226]"
936074,Tenor,"[1746601, 35962, 1556117, 3534522, 3740006, 3534523, 266306]"
736732,Broker,"[20738, 83014, 21688, 1252318, 1701993, 3580720, 3583960]"
591275,Fear Street: 1666,"[142115, 219960, 94098, 1547061, 1335308, 1307543, 1590797]"
2771,American Splendor,"[13242, 15250, 52860, 58528, 87119, 155173, 82105]"
1538,Collateral,"[500, 134, 9575, 103, 3810, 8689, 36602]"
577922,Tenet,"[1117313, 11288, 1133349, 11181, 78921, 1227717, 27428]"
479226,The Purity of Vengeance,"[1018, 57012, 1297500, 64122, 1032398, 1676769, 1181138]"
98622,9,[]
28043,Black Sabbath,"[2922, 6890, 19270, 99455, 9240, 24787, 72660]"
14047,The Great Debaters,"[77278, 5292, 77277, 59017, 2178, 55314, 31135]"
2014,The Edge of Heaven,"[120680, 20727, 20729, 20728, 20730, 3734, 90282]"
370964,I Am Dragon,"[1378374, 1556639, 86689, 1556643, 1556644, 1658259, 1918808]"
13885,Sweeney Todd: The Demon Barber of Fleet Street,"[85, 1283, 4566, 9191, 6730, 1161753, 83356]"
10860,Steel Magnolias,"[35, 67274, 4090, 589, 3019, 1204, 4139]"
6978,Big Trouble in Little China,"[6856, 2109, 11392, 20904, 11395, 20879, 168246]"
170,28 Days Later,"[2037, 2038, 2039, 2058, 2040, 2050, 2052]"
403431,Brigsby Bear,"[1180698, 2, 1563266, 59841, 113224, 35027, 17141]"
374205,One Piece Film: GOLD,"[84507, 65510, 90133, 68472, 84505, 77933, 73044]"
204436,Jack and the Cuckoo-Clock Heart,"[1186852, 1033011, 1186858, 24421, 1913338, 25258, 1913339]"
86829,Inside Llewyn Davis,"[25072, 36662, 1230, 9828, 12111, 1023139, 1164]"
43294,An American in Rome,"[45982, 224209, 592522, 586395, 592521, 236559, 94419]"
11850,Invasion of the Body Snatchers,"[55636, 69054, 1749, 4785, 5047, 41256, 41284]"
4588,"Lust, Caution","[1337, 38280, 6720, 134184, 1366128, 38285, 1344771]"
459,Sissi: The Fateful Years of an Empress,"[6250, 6251, 6252, 6254, 6253, 6809, 6255]"
13283,Barbie as the Island Princess,"[74358, 85429, 59312, 74367, 2332388, 87462, 26089]"
10528,Sherlock Holmes,"[3223, 9642, 53714, 2983, 1665, 112692, 11855]"
8816,My Life as a Dog,"[56391, 56392, 56393, 231318, 56394, 92422, 74712]"
320736,Virgin Mountain,"[544976, 110903, 1136069, 1421418, 985416, 566681, 1303089]"
20345,The Bird with the Crystal Plumage,"[20564, 93476, 32377, 129431, 25816, 31546, 37125]"
6479,I Am Legend,"[2888, 8602, 49918, 6066, 53918, 49920, 7056]"
138,Dracula,"[1547, 1548, 2125, 1549, 1550, 2126, 3947]"
257211,The Intern,"[380, 1813, 14343, 521563, 1561685, 990369, 212604]"
110398,No,"[258, 225011, 66901, 127248, 141624, 225013, 296274]"
48254,Ovosodo,"[125489, 126984, 9235, 592986, 128408, 1664126, 72050]"
5176,3:10 to Yuma,"[934, 3894, 8949, 15370, 11107, 424, 21088]"
399366,Marrowbone,"[146750, 1397778, 1448222, 1137824, 1675329, 1675330, 1390505]"
62395,The Miracle of Marcelino,"[235260, 235261, 234647, 44256, 14821, 14822, 363242]"
36728,Naruto Shippuden the Movie: The Will of Fire,"[82055, 82057, 89968, 81243, 224413, 9714, 81363]"
12717,My Mother's Castle,"[73713, 73714, 38389, 20796, 73715, 73716, 1729931]"
4415,Les Misérables,"[3896, 118, 139, 6194, 37168, 386, 37169]"
213121,Toy Story of Terror!,"[3234, 1101, 31, 12898, 537, 7167, 12900]"
23168,The Town,"[880, 17604, 15556, 65717, 59175, 133067, 4935]"
17581,Naruto Shippuden the Movie: Bonds,"[82055, 82056, 82057, 68916, 1221438, 89968, 237076]"
11773,Village of the Damned,"[3361, 101478, 70447, 30705, 69764, 101513, 101514]"
9388,Thank You for Smoking,"[6383, 49, 52414, 11702, 16431, 3897, 2879]"
9013,Midnight Run,"[380, 28164, 5050, 778, 1117, 532, 47771]"
664300,Shiva Baby,"[1976054, 1782117, 114470, 1448819, 105303, 141687, 1351415]"
140212,Confession of Murder,"[83682, 1112233, 1171951, 496937, 1258630, 1171953, 1096793]"
59421,Bedevilled,"[75914, 1414400, 1190219, 17125, 573794, 1191165, 229727]"
14359,Doubt,"[5064, 1233, 9273, 19492, 17488, 77100, 1913]"
11109,Vera Drake,"[11356, 26854, 39658, 1670, 1665, 976738, 53367]"
330483,The Choice,"[239996, 20374, 11825, 109513, 11824, 207, 180300]"
62215,Melancholia,"[205, 4273, 2628, 44079, 5049, 28846, 1640]"
24615,Aloha Scooby-Doo!,"[16418, 15831, 86314, 15761, 158234, 13445, 8437]"
1010820,Groot's Pursuit,"[12835, 15218, 82816, 186605]"
793998,Happening,"[1021689, 231457, 1442550, 1793346, 146287, 19161, 2928931]"
489925,Eighth Grade,"[122851, 52419, 1375796, 1614459, 1375795, 2099497, 2102052]"
482373,Don't Breathe 2,"[32747, 2839, 2396546, 2041321, 1629429, 1523242, 2223768]"
342473,Ballerina,"[18050, 122889, 1239482, 1483976, 14639, 12487, 170369]"
56825,Compagni di scuola,"[89193, 225394, 120630, 78532, 1039472, 131958, 80636]"
2055,Open Range,"[1269, 3087, 5658, 2169, 8688, 785, 21132]"
70160,The Hunger Games,"[72129, 27972, 96066, 57755, 9281, 77069, 2283]"
20982,Naruto Shippuden the Movie,"[82055, 82057, 89971, 550662, 89835, 1221880, 115302]"
6023,P.S. I Love You,"[448, 17276, 14406, 18688, 11150, 47296, 8534]"
3059,Intolerance: Love's Struggle Throughout the Ages,"[8828, 8829, 29950, 29951, 29952, 29953, 29954]"
256962,Little Boy,"[1256170, 1639, 11398, 4688, 95136, 21343, 72968]"
12092,Alice in Wonderland,"[67228, 5833, 29283, 34759, 142527, 67290, 22602]"
10198,The Princess and the Frog,"[15563, 66252, 65827, 110884, 110885, 12077, 163711]"
167,K-PAX,"[1229, 1979, 1980, 1981, 1982, 1983, 1984]"
671583,Upside-Down Magic,"[2560614, 1537084, 83699, 2560615, 1934294, 1472792, 14723]"
329805,My King,"[1925, 25340, 16269, 151180, 1485710, 38871, 1171437]"
130925,Partysaurus Rex,"[12900, 31, 12898, 35219, 19754, 84494, 1096415]"
73211,King of Devil's Island,"[1640, 527696, 7742, 527698, 570310, 570311, 570312]"
42297,Burlesque,"[38225, 53397, 58115, 55086, 143240, 10697, 8212]"
35265,The Embalmer,"[20592, 116132, 73687, 7550, 1038520, 1300609, 1300610]"
34584,The NeverEnding Story,"[29509, 29508, 124442, 6561, 12658, 12693, 13812]"
22954,Invictus,"[192, 1892, 2606, 63136, 109649, 109650, 109651]"
1621,Trading Places,"[707, 776, 1208, 18156, 656, 18160, 7675]"
749004,Petite Maman,"[2973328, 2973329, 144763, 1639988, 113605]"
411728,The Professor and the Madman,"[2461, 2228, 1665, 58502, 65524, 4581, 225692]"
374671,After the Storm,"[66155, 43663, 592147, 1616970, 238498, 1116510, 123739]"
179150,Reality,"[4275, 146288, 59807, 1200404, 132857, 5589, 1301326]"
14375,Romanzo Criminale,"[66166, 54327, 65571, 17839, 76339, 59270, 69489]"
353326,The Man Who Knew Infinity,"[76788, 16940, 13014, 1528718, 11275, 2449, 18325]"
14299,Cadillac Records,"[3490, 2954, 17773, 31132, 5726, 59192, 19299]"
168,Star Trek IV: The Voyage Home,"[1748, 1749, 1750, 2022, 1751, 1752, 1754]"
547016,The Old Guard,"[6885, 1884703, 73381, 935235, 509344, 5294, 10982]"
321528,Batman vs. Robin,"[183812, 1164238, 24813, 55148, 23958, 71041, 130081]"
26617,Five Easy Pieces,"[514, 8963, 95788, 2207, 8853, 35090, 179383]"
11222,The American Friend,"[2778, 2310, 22612, 24298, 2765, 26959, 26969]"
10601,Peter Pan,"[11355, 65838, 129050, 29791, 29859, 11616, 10746]"
5236,Kiss Kiss Bang Bang,"[3223, 5576, 11705, 21246, 6066, 1211, 17345]"
90,Beverly Hills Cop,"[776, 777, 778, 779, 780, 782, 785]"
672647,The Map of Tiny Perfect Things,"[221192, 1562074, 2538063, 2219088, 52419, 2034495, 90534]"
72113,Carnage,"[204, 1038, 27319, 4764, 1462149, 1462150, 31169]"
16562,The Cutting Edge,"[61962, 20005, 4002, 12646, 23974, 76105, 1074188]"
11330,Pusher 3,"[31960, 69021, 69022, 69013, 3411, 107702, 1348449]"
118628,English Vinglish,"[109549, 227849, 43436, 237225, 1394678, 1256533, 1247028]"
55931,The Animatrix,"[6384, 530, 56347, 21063, 89251, 31531, 24362]"
13012,Felon,"[10822, 5576, 6195, 84457, 51455, 18461, 10427]"
12481,The Big Boss,"[19429, 70332, 62427, 1084494, 72432, 240168, 125288]"
11446,Welcome to the Dollhouse,"[33656, 69482, 69483, 61904, 69484, 2839, 3678268]"
385128,F9,"[12835, 17647, 8169, 8171, 56446, 1251069, 22123]"
50348,The Lincoln Lawyer,"[10297, 3141, 11864, 3905, 6164, 5723, 454]"
3,Shadows in Paradise,"[4826, 5999, 4828, 53508, 1086499, 222320, 1086500]"
51876,Limitless,"[51329, 380, 37260, 67206, 58016, 73589, 941]"
10673,Wall Street,"[6952, 3392, 8349, 589, 11885, 11066, 586]"
606,Out of Africa,"[4135, 5064, 10647, 10648, 10649, 3796, 10652]"
319888,Eddie the Eagle,"[1303037, 6968, 4690, 1198895, 105563, 43451, 388]"
103758,Reality,"[1034714, 1034712, 545137, 1266167, 240136, 132849, 1904402]"
33511,Nowhere Boy,"[27428, 37058, 5470, 59081, 18616, 25663, 233276]"
10617,Once Upon a Time in China,"[1336, 62414, 25245, 65987, 65966, 1360252, 239091]"
788,Mrs. Doubtfire,"[2157, 35, 517, 8987, 11716, 11717, 10360]"
607,Men in Black,"[2176, 2888, 9625, 7132, 9626, 4252, 6751]"
59,A History of Violence,"[110, 49, 226, 225, 227, 228, 229]"
836225,The Exorcism of God,"[58942, 1601451, 1050186, 1212803, 133766, 7374, 1714650]"
340270,The Healer,"[551020, 236021, 378, 1215525, 1467169, 1015896, 1329373]"
21183,Fluke,"[8654, 18331, 7036, 85313, 2372, 4253, 8854]"
11577,Pat Garrett & Billy the Kid,"[5563, 10823, 58423, 4069, 14001, 40433, 4765]"
1885,The Karate Kid,"[2877, 23915, 1951, 56117, 23916, 56124, 23918]"
469,Stranger Than Paradise,"[6394, 6395, 6396, 6397, 6398, 6399, 6400]"
409,The English Patient,"[5469, 1137, 5293, 5470, 5471, 5472, 5473]"
205601,Belle,"[1216606, 207, 589650, 1639, 190895, 8436, 1249]"
97365,Rust and Bone,"[8293, 73381, 1123784, 72255, 1033671, 47822, 1033673]"
44874,Barbie: A Fashion Fairytale,"[526306, 101247, 74360, 172888, 2332370, 221843, 85432]"
16553,Little Manhattan,"[27972, 88496, 11367, 38024, 1542, 179830, 6181]"
10625,Mean Girls,"[49265, 53714, 22082, 71070, 51988, 32598, 56323]"
4191,The Bride Wore Black,"[14812, 11989, 24299, 17028, 24903, 2369, 3573]"
571648,Beasts Clawing at Straws,"[20737, 17120, 573794, 1080935, 1044800, 560070, 1254975]"
558144,Deadpool: No Good Deed,"[10859, 7624]"
177677,Mission: Impossible - Rogue Nation,"[500, 17604, 11108, 933238, 10182, 16702, 16358]"
16161,Baby Boy,"[8169, 40036, 88183, 10182, 19767, 88186, 93615]"
13001,Stargate: The Ark of Truth,"[26048, 26087, 26088, 26086, 2222, 26054, 54882]"
12159,What Dreams May Come,"[2157, 9777, 18750, 2201, 91035, 197545, 74073]"
8879,Pale Rider,"[190, 21030, 44831, 2969, 15413, 158833, 10460]"
2832,Identity,"[3036, 11477, 2956, 16861, 658, 20387, 11885]"
1164,Babel,"[287, 112, 258, 270, 18054, 18056, 18061]"
96714,Diaz - Don't Clean Up This Blood,"[76339, 692, 59269, 1010113, 73386, 70312, 14149]"
44826,Hugo,"[2282, 6730, 77996, 56734, 5538, 1246, 113]"
16436,North Face,"[11953, 4795, 22687, 40526, 15121, 8198, 48087]"
13368,White Christmas,"[24937, 70668, 77674, 77675, 29313, 20624, 103035]"
11575,The Great Race,"[3151, 3150, 2769, 2314, 4966, 857, 153254]"
8438,Murder in the First,"[2224, 4724, 64, 6368, 3905, 537, 1370]"
8329,[REC],"[34793, 54532, 54523, 54521, 54519, 54520, 54522]"
376660,The Edge of Seventeen,"[130640, 1286328, 1224115, 57755, 26467, 1560379, 1077775]"
657644,Minnal Murali,"[1263974, 1266840, 937714, 1130154, 1061910, 2755505, 2297836]"
406990,What Happened to Monday,"[87722, 515, 5293, 935235, 47647, 76556, 1576541]"
373226,Belzebuth,"[76857, 2144, 965205, 271, 1550959, 1550960, 2447624]"
45162,Superman/Batman: Apocalypse,"[68122, 34947, 54881, 68812, 6861, 112043, 1221680]"
22302,Polytechnique,"[88592, 32890, 81418, 461309, 198715, 38525, 227059]"
14325,The Express,"[10689, 6065, 31134, 334, 81697, 17764, 208956]"
11093,House of Sand and Fog,"[6161, 2282, 12260, 3713, 21165, 21041, 206965]"
7350,The Bucket List,"[514, 192, 52601, 18292, 52603, 1073869, 52602]"
2355,Reign Over Me,"[19292, 1896, 9575, 882, 9825, 55636, 26715]"
1213,The Talented Mr. Ripley,"[1892, 9642, 12052, 112, 1709, 1233, 8986]"
336000,The Glass Castle,"[60073, 57755, 3489, 1213603, 235416, 933578, 1505453]"
198663,The Maze Runner,"[527393, 115150, 1310760, 78062, 1389339, 25663, 93491]"
2117,Sophie Scholl: The Final Days,"[3932, 21742, 21743, 18035, 1846, 21744, 21748]"
814340,Cha Cha Real Smooth,"[2425997, 118545, 3395396, 2618663, 41087, 18, 557579]"
11414,The Defiant Ones,"[3150, 16897, 6609, 8233, 4072, 69811, 4307]"
11328,Pusher II,"[1019, 69012, 69013, 69014, 1348437, 1348438, 234102]"
10223,A Simple Plan,"[2053, 879, 2233, 15011, 5613, 10486, 59206]"
75258,Secret of the Wings,"[52404, 205307, 10669, 34982, 140, 66896, 146748]"
19625,Munna Bhai M.B.B.S.,"[85881, 85889, 14079, 85240, 11849, 35779, 35792]"
618353,Batman: Death in the Family,"[21089, 188024, 31531, 2222440, 21163, 54427, 19508]"
363676,Sully,"[31, 6383, 350, 134531, 74607, 7497, 87192]"
51241,Heartbeats,"[143595, 143596, 143593, 86612, 559579, 559580, 559581]"
25126,Six Shooter,"[2039, 65733, 73287, 42607, 93209, 93210, 93211]"
20283,Breaking Away,"[6065, 11511, 17183, 27770, 1216876, 15900, 91460]"
15370,The Cat Returns,"[118651, 96569, 31079, 74377, 27780, 544090, 556785]"
11287,A League of Their Own,"[31, 16935, 15309, 3125, 12929, 53570, 8189]"
1271,300,"[17276, 17286, 17287, 17289, 1371, 17290, 9831]"
11837,Watership Down,"[5049, 29859, 16380, 47547, 12689, 175910, 10748]"
9303,Bound,"[7906, 11150, 532, 15213, 22227, 21544, 152345]"
4538,The Darjeeling Limited,"[887, 3490, 17881, 66443, 486, 5301, 76793]"
4518,Elizabeth,"[112, 12763, 118, 2040, 11857, 4786, 20234]"
978,Seven Years in Tibet,"[287, 14591, 11207, 14592, 10134, 14594, 14593]"
116745,The Secret Life of Walter Mitty,"[7399, 41091, 2228, 4090, 36801, 17696, 10872]"
15067,"The Good, the Bad, the Weird","[20738, 25002, 17120, 141541, 88298, 126743, 141543]"
11177,Mask,"[38225, 16431, 7036, 59956, 15413, 4784, 21202]"
504949,The King,"[1190668, 33192, 16702, 1765227, 1459885, 1356758, 11288]"
130739,A Coffee in Berlin,"[684, 5600, 28273, 5646, 2343, 44329, 44393]"
18030,Kiss Me Deadly,"[14562, 2755, 11033, 82613, 66712, 82614, 82615]"
12230,One Hundred and One Dalmatians,"[8229, 22602, 71779, 71780, 71781, 71782, 16063]"
10178,The Caine Mutiny,"[4110, 64113, 37446, 4091, 41720, 12515, 137993]"
245842,The King's Daughter,"[517, 115150, 239996, 227, 5823, 64439, 59254]"
13156,Secondhand Lions,"[3895, 3087, 9640, 6164, 26467, 71198, 18070]"
398173,The House That Jack Built,"[2876, 2310, 139, 6751, 1564, 98522, 4654]"
16520,The King and I,"[20141, 14528, 13299, 9912, 80573, 80574, 80575]"
10373,Quadrophenia,"[65301, 65302, 26854, 65303, 982, 5538, 27323]"
327,Brother,"[3317, 4987, 4988, 4990, 4989, 4991, 4992]"
754067,Vicky and Her Mystery,"[54918, 2817795, 54227, 24465, 10698, 136438, 1384472]"
530385,Midsommar,"[1373737, 1007683, 1410478, 93491, 2096149, 2209530, 239349]"
2668,Sleepy Hollow,"[85, 6886, 8436, 5658, 27763, 4004, 10983]"
1857,The Transformers: The Movie,"[21624, 19540, 15831, 1749, 40, 16418, 81847]"
649609,Renfield,"[3292, 2963, 1625558, 222121, 21041, 1561268, 94432]"
79224,War of the Arrows,"[21687, 1248204, 84788, 227638, 117505, 1467287, 557133]"
12289,Red Cliff,"[1337, 43661, 65277, 1622, 77304, 96862, 72202]"
11490,The Child,"[51325, 54228, 45152, 45160, 70320, 70319, 70321]"
509364,By the Grace of God,"[26100, 81125, 145120, 72254, 25116, 32514, 118821]"
403300,A Hidden Life,"[6091, 1420605, 4794, 17406, 44567, 8796, 73381]"
226448,In Your Eyes,"[35028, 51991, 59252, 722, 11365, 81388, 59451]"
40641,Lola,"[5682, 46936, 37118, 39150, 45477, 35879, 932594]"
14903,Pooh's Grand Adventure: The Search for Christopher Robin,"[12077, 5247, 77482, 77548, 19540, 77547, 77546]"
9660,Operation Petticoat,"[2638, 3150, 55890, 58414, 89582, 41250, 19110]"
9071,Living in Oblivion,"[884, 2229, 20212, 82220, 6474, 171672, 22970]"
34070,Songs from the Second Floor,"[111784, 111785, 111786, 111787, 111788, 111789, 111790]"
3549,After the Wedding,"[1019, 32682, 32683, 32684, 32685, 32726, 32727]"
2760,The Lodger: A Story of the London Fog,"[27915, 27911, 27912, 27913, 27914, 14029, 125514]"
1088,Whale Rider,"[15293, 15294, 15295, 7248, 15296, 15297, 15298]"
551271,Medieval,"[11107, 103994, 3895, 1844, 1247, 141876, 5528]"
527435,The Christmas Chronicles,"[6856, 1696017, 1538780, 5921, 1181327, 70696, 62692]"
98120,Piazza Fontana: The Italian Conspiracy,"[56843, 17839, 105871, 88081, 35106, 34491, 128227]"
82825,Kahaani,"[35068, 1021524, 85047, 1093644, 1417494, 85593, 92686]"
68722,The Master,"[73421, 1233, 9273, 17838, 4784, 88124, 75330]"
11660,Following,"[70230, 70224, 28749, 70225, 70226, 70227, 70228]"
8088,Broken Embraces,"[955, 1604, 3480, 72631, 102221, 33411, 3822]"
506,Marnie,"[6929, 738, 6931, 6930, 6932, 117049, 101901]"
325113,A Girl Like Her,"[1446320, 76226, 6860, 1426405, 1062372, 568606, 2043543]"
11485,Take the Money and Run,"[1243, 10558, 50835, 69570, 95598, 104625, 8498]"
10162,Waking Ned,"[2481, 1282, 58068, 42571, 147054, 34715, 1609635]"
10142,Casualties of War,"[521, 2228, 1280, 4764, 5723, 10182, 939767]"
8963,Crimson Tide,"[5292, 193, 13525, 10477, 110, 4691, 27448]"
2153,The Driver,"[31070, 6905, 6553, 13652, 2454, 14068, 22035]"
117691,Gangs of Wasseypur - Part 1,"[35782, 150471, 545084, 85047, 86225, 1108805, 127790]"
49047,Gravity,"[18277, 1461, 228, 1223440, 58587, 1223442, 1027852]"
11703,Kiss of the Spider Woman,"[227, 27888, 27396, 57379, 1169647, 42125, 948345]"
475094,The Captain,"[1030356, 24440, 49767, 31663, 1004832, 27627, 22184]"
24804,Black Dynamite,"[64856, 44994, 88059, 4728, 6396, 71913, 127935]"
9820,The Parent Trap,"[49265, 6065, 20162, 55422, 4494, 10701, 94837]"
2024,The Patriot,"[2461, 1810, 20810, 11355, 2955, 10698, 9807]"
281338,War for the Planet of the Apes,"[1333, 57755, 18324, 58395, 63566, 42711, 236696]"
132316,Jab Tak Hai Jaan,"[35742, 81869, 81928, 110223, 47525, 1326933, 1529821]"
40807,50/50,"[24045, 19274, 84223, 18997, 4492, 41746, 41436]"
12473,The Visitor,"[28633, 82103, 82104, 765, 41293, 82105, 21125]"
6615,Lars and the Real Girl,"[30614, 1246, 15684, 17442, 1276, 50773, 201811]"
336050,Son of Saul,"[1454942, 1454944, 1457026, 1550426, 2133176, 2133195, 2133191]"
334517,The Siege of Jadotville,"[1254583, 19866, 2983, 183812, 73288, 52398, 165424]"
294016,Trumbo,"[17419, 2882, 15735, 18050, 52849, 1230, 72873]"
23637,"Ciao, Professore!","[27433, 1014911, 4819, 72786, 1151165, 130616, 1831111]"
13920,Radio,"[9777, 228, 1981, 3978, 26513, 15824, 198927]"
632666,Unpregnant,"[1286328, 2340185, 1980, 4808, 1381981, 2286171, 33654]"
400090,The Nightingale,"[1323109, 237455, 1776712, 62752, 1510769, 59119, 1637129]"
11165,Tora! Tora! Tora!,"[1936, 68411, 4765, 7664, 13251, 5249, 118989]"
7913,Rang De Basanti,"[52763, 108216, 53676, 53675, 53672, 53673, 85519]"
4176,Murder on the Orient Express,"[3926, 7570, 1936, 4111, 14061, 19162, 738]"
2280,Big,"[31, 20, 1162, 11512, 57422, 62123, 16165]"
1420,Breakfast on Pluto,"[2037, 3896, 17018, 17019, 9029, 2039, 17020]"
799876,The Outfit,"[40900, 1059597, 137108, 527393, 57461, 109319, 3313934]"
537996,The Ballad of Buster Scruggs,"[1462, 17051, 35028, 3896, 2887, 66221, 2039]"
323027,Justice League: Gods and Monsters,"[4589, 53820, 39464, 11355, 2878, 15423, 116315]"
254172,Fathers and Daughters,"[71070, 934, 84497, 9824, 6352, 21089, 6944]"
20410,Scooby-Doo and the Alien Invaders,"[95257, 64951, 86170, 88622, 58272, 30695, 15831]"
129533,Barbie: The Princess & The Popstar,"[74358, 582116, 94481, 1089691, 1028331, 89551, 168534]"
89636,Dragon Ball Z: Plan to Eradicate the Super Saiyans,"[90496, 122501]"
38700,Bad Boys for Life,"[2888, 78029, 544442, 67599, 23498, 1907002, 36628]"
19123,La Chèvre,"[24501, 16927, 7372, 1318196, 32092, 1318211, 984858]"
10150,The Last Unicorn,"[1903, 1229, 12021, 63998, 26715, 14730, 113]"
916,Bullitt,"[13565, 14060, 14061, 14062, 3087, 14063, 14064]"
646380,Don't Look Up,"[72129, 6193, 5064, 1281250, 21007, 112, 40900]"
522162,Midway,"[1047649, 17178, 57755, 114019, 16855, 967781, 6065]"
279229,Sapphire Blue,"[70459, 54676, 25401, 231835, 49795, 8801, 1875]"
777270,Belfast,"[3232669, 147056, 1254583, 5309, 8785, 228866, 1726976]"
501170,Doctor Sleep,"[3061, 2118623, 933238, 7248, 42376, 112742, 1853396]"
285733,Barbie and the Secret Door,"[74358, 1390007, 94481, 1255071, 74360, 1028331, 61133]"
54551,Banana,[124747]
22527,The Wrong Man,"[4958, 7303, 14371, 14505, 2078, 88881, 78935]"
9441,Stepmom,"[1204, 4038, 228, 20089, 19977, 16217, 51188]"
8075,Weekend,"[39646, 24381, 1653, 16350, 39199, 18228, 53914]"
276,The Edukators,"[3872, 3932, 3933, 3934, 3935, 3936, 3937]"
537915,After,"[1753914, 1114487, 1684130, 2161745, 1039523, 1224112, 1685330]"
15283,Pom Poko,"[86857, 86859, 123856, 86858, 20330, 40325, 1253018]"
10511,In America,"[2206, 14887, 33397, 65483, 938, 171757, 74578]"
1714,Fahrenheit 451,"[1666, 18216, 4973, 97935, 18762, 18760, 65024]"
542178,The French Dispatch,"[1532, 1121, 3490, 3063, 121529, 3910, 1190668]"
535544,Downton Abbey,"[19923, 224194, 20070, 196544, 74056, 70904, 130977]"
447061,Red Nose Day Actually,"[116, 3291, 168197, 5472, 2440, 7062, 350]"
48034,Little White Lies,"[33161, 8293, 5442, 54291, 56024, 54324, 139855]"
11524,Thief,"[3085, 4514, 10360, 8261, 26485, 71347, 1117]"
396371,Molly's Game,"[83002, 17605, 1269, 39995, 239271, 40477, 63296]"
109410,42,"[172069, 3, 87243, 22227, 57136, 155, 459980]"
44741,Malicious,"[35956, 50003, 131328, 109142, 131329, 589736, 53000]"
647,Final Fantasy VII: Advent Children,"[9705, 9707, 9714, 9711, 9708, 9718, 9725]"
11176,The Muppet Movie,"[55983, 7908, 68455, 68456, 64181, 1466, 6168]"
63831,The Kid with a Bike,"[17522, 238044, 51325, 70312, 45152, 586819, 1125175]"
17358,My Name Ain't Johnny,"[87341, 127654, 115172, 127650, 127653, 127655, 123761]"
9540,Dead Ringers,"[16940, 35341, 57881, 5942, 12452, 57880, 147522]"
4688,Across the Universe,"[38940, 38941, 29234, 38942, 38943, 38944, 38945]"
4192,Death on the Nile,"[14501, 12021, 24743, 10475, 14730, 3380, 15200]"
636698,The Man Without Gravity,"[59269, 105871, 3203552, 93109, 20531, 2432270, 2432271]"
505954,T-34,"[1631759, 1429670, 1633339, 19895, 1605732, 1457204, 1407272]"
355338,Riley's First Date?,"[12890, 1445651, 6677, 2882, 59784, 1371894, 84496]"
10925,The Return of the Living Dead,"[62019, 14852, 41262, 64198, 74354, 536499, 93149]"
609,Poltergeist,"[8977, 10080, 10083, 10084, 10085, 10086, 10087]"
524047,Greenland,"[17276, 54882, 62562, 15250, 2077869, 349, 1350469]"
4441,Candy,"[37260, 1810, 118, 37289, 37288, 37286, 37287]"
612,Munich,"[8783, 8784, 8785, 2406, 169, 8789, 118]"
779782,The School for Good and Evil,"[1768965, 1494194, 11703, 6885, 2975, 1620, 1729393]"
59468,The Way,"[8349, 2880, 13549, 31387, 34715, 10698, 3822]"
11382,Bullets Over Broadway,"[3036, 9046, 1902, 7906, 18248, 30364, 388]"
10830,Matilda,"[11717, 518, 24203, 6368, 11213, 5129, 3801]"
8222,High Heels,"[25256, 954, 54153, 54154, 54155, 25026, 20285]"
5488,"I'm a Cyborg, but That's OK","[37940, 112013, 77188, 3696482, 3697681, 123810, 239930]"
994,Straw Dogs,"[4483, 14947, 386, 14948, 14949, 14950, 14951]"
988,The China Syndrome,"[6352, 3151, 3392, 14847, 14848, 14849, 11065]"
458,Sissi: The Young Empress,"[6250, 6251, 6252, 6255, 6254, 6809, 6256]"
519141,Matthias & Maxime,"[1654963, 143593, 1055514, 1206067, 1654247, 1029240, 227602]"
21733,Dragons Forever,"[18897, 62410, 62414, 87839, 87840, 57609, 87841]"
8051,Punch-Drunk Love,"[19292, 1639, 1233, 40481, 25884, 53684, 177063]"
652,Troy,"[287, 114, 8783, 1248, 48, 2039, 9824]"
476,Drugstore Cowboy,"[2876, 6473, 1736, 6474, 69122, 32774, 6465]"
266,Contempt,"[3783, 3784, 3785, 3786, 68, 3540, 3776]"
567604,Once Upon a Deadpool,"[10859, 16851, 54882, 1139349, 1545693, 51990, 122750]"
123377,Pietà,"[1294946, 64497, 1162595, 1680744, 1418582, 1564168, 1162596]"
30159,I Confess,"[12151, 10606, 9857, 32923, 38244, 105789, 105790]"
25431,Adam's Rib,"[12147, 6598, 85651, 43819, 14831, 13296, 85449]"
10648,Magnum Force,"[190, 11066, 14312, 15956, 21561, 151447, 64119]"
